Label,Id
12.1.0,1922
cantera,1529
effort medium,1530
platform: sensor.snmp,1531
platform: media_player.universal,1532
scipy.stats,5081
type: quality of live,6502
returncode,1533
failing tests,1534
cherrypy code,4435
platform: camera.arlo,1535
pgi,1953
bug: exception,6604
status/partial approved,1536
area: security enhancements,5083
milestone-1.2.0,1537
component: search,5084
needs-documentation,5085
version: 3.1,5086
easy pickins,1539
python3 issue,1540
priority critical,5087
pycon 2016,5088
monkey,5089
kind: bugfix,5964
needs ux design,5090
ready-to-submit,5091
configservice,1987
awaiting-reply,5594
with test,1542
investigation needed,1997
os - macosx,1544
platform: sensor.envisalink,1545
fixed-in-master,2001
component: abode,5095
component: upnp,2005
painful,1546
domain: server,4437
n - patrol data capture,1548
wishlish,5097
to discuss,1549
type-question,1550
pull: invalid,2012
paas,3274
needs reproducer,1552
[docs] question,1553
tag: memory,1554
bug:low,5100
topic: css,1555
need-docs,5101
platform: media_player.clementine,1556
component-htools,1557
dev/flow,5102
n - sun position analysis,5103
.core.event,1558
easy fix,1559
x: openwhistleblowing,5104
status: planned,5105
linear algebra,1560
api-change,5107
not complete,1561
target: master,5108
z - icebox,772
area: general ui,5419
e:python-2.6,5109
contributor/has-workaround,6812
content/wrong,5110
result: won't fix,5111
needs: work,6620
type:fr,1562
priority high,4441
chemkin,1563
c:inventory/yaml,1564
status: needs verification,1565
not-our-bug,1566
2.2 - in review,5112
gwpy.segments,1567
viv-bug,5113
status: feedback needed,5114
printer: um3 family,5115
appcrash,5116
platform: switch.fritzbox_callforwarding,5117
found in 0.3,1568
how-to,1569
language / spanish,1570
talk-to: @jacobdavis11,5120
release 0.3,1571
apis,4443
v2.2,5121
v2.0,5122
v2.1,5123
dev: has issues,5124
component: legacy frontend,2163
io json,5125
reloader,1573
soap,1574
2.0-maybe,5127
calculus,1575
in translate,5128
fixed-by-new-patching,5129
topic-named-tuple,4333
backwards incompatible,2197
api: resource manager,5604
redshift/pg,5130
beta 1,1577
beta 2,1578
beta 3,1579
salt-syndic,1580
status:closed,2215
needschangelog,1582
platform: device_tracker.keenetic_ndms2,5131
3rd party support,1583
tim-ui,2229
component: completion,5877
✘✘✘,1585
keyring,1586
templatetags,1587
phase 2c,1588
backends/ec2,6579
c:playbook/block,5134
ci/buildbot,5135
keyvault,6556
requirements not met,1589
priority: medium,1590
platform: media_player.spotify,5136
issue-rfe,1591
provider/openstack,5137
manual backport,1592
language / thai,5138
status/abandoned,2273
small to do,3865
merge ready,1594
status:patcheswelcome,2280
code organization,2285
tag: api: plotting,1597
platform: light.decora_wifi,1598
patch needs improvement,5139
component: velux,5140
auto-test,1599
topic: ruby,1600
skill: html,1601
level-docs,3866
fixme and i will send you a beer gift basket,5141
type_improvement,1602
24hr+,1603
component: style / refactoring,5609
loc-module,5142
demo idea,7130
not possible,1604
didn't read the guidelines,5143
component: xknx,1605
platform: sensor.fastdotcom,5144
os/osx,5145
fsevents-c,1606
bug-in-external-lib,1607
handler: influxdb,5146
invalid guess result,3867
severity - critical,1608
serviceattn,2343
code_cleanup,5148
☼ enhancement,1610
platform: device_tracker.unifi,1611
pr exists,1612
component-completion,4562
platform: switch.edimax,1613
area:dispatch,4209
priority:critical,1614
import started,808
prio_high,5150
csrf,5151
l3:difficult,1616
p0 bug,1617
waiting for more information,1618
target: database,1619
p-noteview,1620
requires technical check,1621
module: subs,1622
prio:2-normal,5155
pullrequested,4329
deprecation issue,2528
status-done,1624
rtfm,5157
type:platform,1625
platform: binary_sensor.android_ip_webcam,5159
c: treeview,1626
bug:medium,1627
component/build-infrastructure,5160
area: examples,5161
area: infrastructure,5026
gibson,2429
reso:duplicate,1628
feature_pull_request,1629
omission,5163
kind/parity,5164
component: editor,5165
microsoft office support,2447
risk of error,2451
platform: switch.knx,5168
depends on other project,1631
platform: switch.netio,5169
game design,5170
tunein,5171
feature: replays,1632
embedder,2687
t:enhancement,1634
cdk2-beta3-rc1,1635
new contribution,1636
priority : medium,1637
incomplete (need more info),1638
tablestream,1639
improvement proposal,2494
popular-feature,5173
effort-days,1640
full-stack,5174
vo_conesearch,5175
eight regression,5240
version1.1,2519
g-documentation,1642
topic:events,2524
qt5,1644
mightdo,3882
resolution-duplicate,5133
hackillinois 2017,1645
build-environment,1646
in-review,1647
development flow,1648
synced,5181
solvers.dsolve,1649
area/docs/generation,1650
tls,1651
component: insteon_hub,5182
component:i18n,1652
component: util,5183
level/dockerclient,1653
priority-normal,5184
milestone-release0.8.0.6,5185
component-writers,1654
pull-request-available,5186
needs_reproduction,5187
domains:std,5188
threat-model,1655
component: objreg,1656
#hipchat,5621
c-has open pr,5189
etl,1657
difficulty/newcomer,4702
plasma class,5190
c:plugins/action,5191
automerge,5192
firmware-fpga,2624
other enhancement,1658
dataframe,1659
priority-verylow,1660
control_flow,5194
core/vault,1661
p1:plugin,1662
jira: closed,1663
better implementation wanted,5913
esp:sendgrid,5195
topic-type-variables,5196
junior job,1664
cncf-cla: yes,4971
.clients.seishub,5197
topic: perl,1665
browser compatibility,1666
topic - download,1667
has-active-pull-request,5199
help welcome :),2672
do-the-needful,5781
pr: work in progress,1668
need_doc,7054
stat:community support,1669
needs:discussion,5201
comp_politics,5202
distro support,3189
request/question,5203
status: on going,4455
cat:ikhal,1670
changelogged,1671
web-server,1672
p-desirable,1673
dst-0.5,1674
task: new feature,1675
status: enhancement,5625
spelling,5204
nonstandard platforms,2736
support:certified,1677
tokentype,1678
source: support-request,1679
component: prometheus,1680
platform: sensor.pvoutput,2764
applications-app,5209
component: arlo,1681
intellisense,5211
google code-in,1682
ruleset testing,6217
big code change,5213
sad!,2775
aesthetics,1684
follow-up,5215
a: invalid,5216
solvers.rsolve,1685
up-for-grabs,6100
reflect in english version,5217
second review needed,1686
c:parsing/data_loader,1687
minute mode,1689
✈ st3,4458
3rdparty,6542
shame!,5220
bug prevention,1690
server/db,1691
needs contributor,5221
annex-v6,4459
analysistool,5222
.db,5223
milestone-1.3.1,2700
platform: light.rfxtrx,1693
io.misc,1694
needs_patch,1695
flaky-tests,1696
sp/2,1697
testing/process,1698
component:sensors,1699
n - visibility and range,5224
data-add,5225
milestone-0.9,5226
4 - reviewing,1700
py3k,5227
code-organization,5228
scipy2015 sprint,1701
resolved - see info,1702
importance/trivial,1703
missing documentation,5231
platform: device_tracker.linksys_ap,5232
platform: binary_sensor.ping,2889
scipy.io,5234
5.2.2,5039
zbackport 2.6.2,5630
stgroups,1704
pri:high,1705
priority 2016,1706
priority 2017,2916
component:cli,1708
module: diary,5236
zbackport 2.6.4,5237
status/available,1709
cutting,1710
status-in-progress,5238
source:community,5239
⚛ research,2938
platform: device_tracker.geofency,1712
made great again,5241
memmon,5242
talk-to: @himanshu-dixit,5243
more-information-needed,5244
push api,5245
auto-closed,5246
pr welcome,1713
localize,5247
codalab 2.0,5248
platform: sensor.roomba,5249
good starter,5250
component: vacuum,5251
yamltodb,1714
python 2 compatibility,5252
✍ for review,5966
topic - list/show,5253
core/consul,5254
contrib: assigned,1715
testing-travisci-multinoderequirement,5256
closed-pr,1716
2017b,5042
affects_1.7,1717
affects_1.6,3002
scope/medium,3004
needs further review,3005
cosmetics,1720
status/revision-needed,3009
experimental-ui,4624
logspout,1722
gui_testing,1723
installation and packaging,1724
s-zombie,5260
affects_1.9,1725
affects_1.8,1726
data structure,5261
n - range dome analysis,1727
r: duplicate,1728
needs clarification,3033
app-not-loading,5043
checking,3036
type: failure arch specific,1732
needs-more-information!,1733
backported_3.5,1734
backported_3.4,1735
backported_3.7,1736
backported_3.6,1737
epic-project,3502
- forum -,3053
component: insteon_plm,5267
package request,5045
debatable,1739
success-stories,5269
c:playbook/become,1740
chair action needed,7021
won't-fix,1741
hacktoberfest,5270
efficiency,6081
kind: openstack,6843
infra-related,6880
type-invalid,5271
goals: reduce ids noise,1742
upstream nba issue,5272
prs go to review,5273
roadmap/maas-introspection,1743
from redmine,5274
vega-lite-related,3098
rover-wiki,1744
django-1.9,3889
hardcoded,6230
기능한계,3117
prio:low,5278
platform: sensor.etherscan,5279
new-feature,1748
priority medium,1749
mentor-available,5281
setools package,3134
config error,1751
good for beginners,5282
resolution:obsolete,1752
c:inventory/script,1753
lib2to3 bug,5284
component-visualization,1754
parallelization,5285
component-topology,624
0.20,5287
component: verisure,1755
medium difficulty to implement,5289
area: notifications (messages),4518
glad2,3184
sdss,5292
fix checked in,5293
state module,5294
dissem.in,3200
i - lu,1757
reqparse,5296
v1.5-beta,3204
os:all,5298
area: topics,3209
implement reporting standards,5300
priority-2-low,3892
2 - in progress,6659
platform: switch.mystrom,5956
component-qa,6477
topic - setup_requires,5301
v.1.7.2-beta,5302
module: change,1759
component: mailgun,1760
component: celerybeat,1761
closed-as-unlikely-to-be-implemented,6648
data bundle,5051
platform: linux,1762
platform: notify.lametric,3893
compatibility: windows,5200
renderers,5309
blas-lapack-scalapack,1763
file infos,1764
plat: windows,3265
topic - freeze,1765
tomcat,7133
issue type: documentation,1766
when: next,5313
openstudio,1767
status: needs a developer,3282
python 2.7,3330
area: ui / ux,5315
needs: ops,6966
cinbase,1768
olevba,1769
qmake,1770
.clients.earthworm,5316
area/admin,3299
feature/ipc,1538
feature-dns,5318
possible-plugin,5319
champion wanted,5320
component: intent_script,4753
module_utils/powershell,6849
platform: binary_sensor.pilight,5321
component-configuration,1772
platform: cloud.cloud_api,5322
stable/2.8.x,1773
good as first pr,1774
more_info_required,1775
server-azure-staging,1776
platform: switch.lutron_caseta,5323
needs more information,1996
target: analyzer handling,5324
2.0-yes,5325
incorrect blocking,5326
priorität hoch,3365
delivery,1778
platform: media_player.openhome,1779
has pull request,5328
status: ready for merge,1780
source:partner,5330
2 - do,1781
harvester,1782
mep14,1543
mep15,3405
numpy-dev,5334
mep12,1785
mep13,1786
component: integrations,1787
apns,1788
books,1789
low_hanging_fruit,1747
.core.inventory,5337
need to be backport-ed to master,1790
badges.mozilla.org,3435
on hold - input required,899
vulnerability-assessment,1792
future work,1793
platform: debian,5339
platform: light.xknx,1794
platform: switch.raspihats,5341
projectthreadsanitizer,5342
need contribution,5343
resource/s3,6238
when: in progress,6855
problem in platform,5344
area: units,1795
platform: remote.demo,1796
python 3 compatibility,5346
component: pyart.util,2711
in analysis,1798
type:duplicate,5029
bug-beancount,1800
support request,1801
status: marked for rejection,1802
circus-web,6242
area: portico,1803
low_prio,5348
incubating,4482
platform: sensor.synologydsm,5349
new scraper,1804
area: ocsp,5056
backport potential,1806
st3 bug,5351
ruleset-bug,1808
s3api,6937
next-generation,6426
stable/2.0.x,1809
arbiter,1810
api: language,1811
braille,6566
readline,5352
content/needed,1812
coding & infrastructure,1813
category: base model,1814
needs second ack,5354
wx3,1815
code sprint,1816
platform: sensor.bitcoin,1817
help me,5358
platform: media_player.bluesound,5359
needs reproduction,1818
area: watcher,1819
dogstatsd,1820
wouldn't it be nice if,1821
topic: sec core consensus,3603
high-value,1823
component: admin tools,5362
cla-signed,4366
status/need-info,1824
pr: pending additional work,5363
platform: switch.mysensors,902
clean-up,5365
platform: light.insteon_local,5366
msc-thesis-work,1825
plugin-idea,5367
effort: very high,1826
pr: don't merge - needs cla,6859
to-be-confirmed,1827
pr do not merge,1828
rtl-tcp,5368
mws,5369
tag:unplanned,5370
deprecation removal,1829
status:to be verified,1830
difficulty-hard,1831
{planning},1832
programming_style,1833
lts api,1834
doc_report,5372
kind/rfe,1835
selinux,4485
platform: weather.yweather,1836
on hiatus,1837
awaiting final changes,5374
docs: user,5375
pending discussion,1838
cwl,5063
response-needed,1839
2 - ready,2721
youtube-dl,1841
classification:enhancement request,5336
area: code health,5378
needs:review,5379
minor enhancement,1842
waffle:ready,1843
status: waiting for conflict fix,5380
fix needs verification,1520
breaks_backwards_compatibility,5381
skill: perl,1844
component: bots,1845
exporters,1846
tagging,1847
area/bundle,5654
size: feature,1848
easy / quick to implement,1849
adobework,3745
platform: climate.tesla,1850
potential jrct,1851
comp-datasets,1852
area: integrations,5385
supervisorctl,1853
platform: sensor.command_line,1854
probablyfixed,5656
blog post,5386
legacy bug,1855
component: web extensions,1856
request for information,1857
website/server,1858
platform: sensor.statistics,5658
status: needs triage,1859
conference agenda item,5389
addons/storage,1860
patch: documentation,5390
platform: light.yeelightsunflower,5391
core_review,5392
specs,1861
importance/high,1862
v3.1.1,1863
high severity,1864
easy pickings,5394
profitability,5395
c-jupyter,5396
dogstream,1865
status: in progress,1866
continuum question,1867
c:daemon,1868
not-planned,5398
platform: light.limitlessled,5399
need inspection,1869
component: unsupported broker,5400
compilers,5401
type-enhancement,1870
n - military aspects of terrain,5402
pending-response,5403
config_tests,1871
new-command,1872
platform: alarm_control_panel.envisalink,1873
comp-nonparametric,5404
doc request,1318
incorporating-feedback,5406
☒ outdated,1874
new contributor friendly,1875
clarify,5072
pending close,5408
boards-all,1876
nextgen,5409
f: userinterface,1877
useability,5410
awaiting another merge,3918
platform: light.wink,3699
fix applied,3833
postponed,1878
topic: d&p deplymt perf,1879
collector: wavefront,5413
work-around-available,5414
python code only,1880
@medium,5415
2.0.4,5416
plone-tune-up,6867
2.0.0,5417
examples or doc,5418
top-10k,1523
need testing,1882
tag: component: bokehjs,5664
platform: sensor.tube_state,1883
platform: climate.mysensors,1884
project-management,5420
plugin dates and scheduling,5421
collector: jolokia,1885
c2t2,1886
upstream-enhancement,1887
good-for-beginners,5422
game:workshop,5423
status:resolved,5424
platform: switch.wink,5425
package novice,1888
game:challenge,5426
invalid: duplicate,5427
need-review,1889
shipit,1890
bundles,1891
modernization,4490
new component,1892
component-core,3318
theme:ux,1893
component: input_select,5429
spike,5430
elasticbeanstalk,911
looking for contributor development,1096
x: amnesty,1894
platform: switch.rest,1895
yara,5077
comp-server,5432
platform: cover.lutron_caseta,1896
x: wildleaks,5433
examples/gallery,5078
platform: binary_sensor.tesla,1897
level: intermediate,5434
v1.6-beta,5435
vmaster,5436
baremetalrestore,1898
platform: media_player.kodi,3915
tech discussion,1899
pr: needs tests,5438
type: feature-branch,1900
platform: switch.dlink,1901
c: 3,4491
component: intelmqctl,1902
u: admin,5440
community_review,306
c: 2,4492
component: tts,1904
category: inference,6871
needs feedback,5441
platform/windows,1905
c: 1,4493
tnl,1906
scripting,1907
multi-author,307
rep locator,1909
new features,1910
rpath,1911
scope/large,1912
in-work,1913
waiting for yowsup 2,1914
platform: vacuum.demo,5447
need contributors,3672
waiting on feedback,6318
component: pylibzfs_core,1915
platform: sensor.netatmo,1916
needed by: autoscale,1917
0.1.5,1919
a-graphics,5451
not blocked,1920
type: docs,1921
mesa/wayland/xorg,4661
zbackport 2.5.6,5454
zbackport 2.5.7,5455
zbackport 2.5.4,5456
zbackport 2.5.5,5457
needs-triage,5458
module_utils/azure_rm_common,1528
html search,1923
searchfy,5460
needs test case,6262
can't fix - telegram-cli issue,5461
test quality,1924
pending: internal,1925
patch available,1926
type/codestyle,1927
v1.19,5462
core.sympify,5463
status: wrong_branch,5464
type: new feature,5465
x509,5466
tcode-1,1928
no response > 30 days,5467
backport-0.5.1,5153
platform: switch.digitalloggers,5671
pending-fixes,4497
collector: hbase,1929
feature request (needs votes),6386
cat iii,1930
- upstream bugs -,5470
magento plugin,1931
community effort,6686
status/more-info-needed,5471
size: medium (2-3),1932
s-awaiting-review,1933
feedback pending,5472
sparql,1934
platform: sensor.buienradar,1935
area/toolshed,5473
changes-requested,5474
pr-accepted,1936
component: apple_tv,5411
anti adblock script,5475
platform: zwave.node_entity,5476
plumbing,5477
balancing,1937
big-feature,5176
c-website,5478
triggering,1938
user-submitted,1939
platform: sensor.dsmr,5479
api: runtime config,5480
platform: sensor.fritzbox_callmonitor,5481
breaks compatibility,1940
backend/pdf,312
x: regione toscana,2739
component: cover,5264
nsfw,1943
v1.17,5484
small decision,1944
dev: frontend,1945
sev:3-moderate,6534
example-project,1946
component:usability,5485
recreational,1947
in process,5486
awaiting_input,5487
specific node info,1948
platform: switch.rachio,1949
build issues,1950
insufficient info,5489
topic-affects-strict-optional,1951
platform: cover.mqtt,1952
ibm-st,6702
s:invalid:foreign bug,5490
genpoi,5491
platform: sensor.efergy,5335
mrknowtv,1954
dulwich,2741
release blocking,1956
user-request,5742
oxygen,1957
relativedelta,5493
fonts,5494
pretix.base,5495
component: mvp,3749
semver: minor,5496
area/tests,5497
numpy+uncertainties,5498
ds building addresses,1959
c:utils/vars,5499
classification:crash/hang/data loss,1960
please_test,5500
importance-enhancement,1961
status:new,1962
aerodynamics,1963
platform: climate.sensibo,5501
k-task,5502
platform: light.zha,1964
developer-api,5503
needs_testing,1965
backend:virtual,1966
component: issues,1967
lazy evaluation,5506
shellcode,1968
g-design,5507
tim-data,5382
has merge conflicts,1969
django 1.10,1970
area/web,1971
discussion/long-term,1972
module request,1973
xontrib,5509
rfc6121,3747
please review and merge,5511
tag: branches,5684
component: maxcube,1974
v - arcgis pro,6882
gh review: review needed,1975
concluded,6718
widgetastic-conversion,5513
app:termsofservice,1976
unfixable,1977
recordstore module,1978
kind: flocker-containers,6627
contribution wanted,6883
c:cli/galaxy,1979
platform-windows,5515
rfc6120,5384
documentation error,1980
language / swedish,1981
speedups,5517
io google,1982
scipy.ndimage,2745
fix in dev branch,5518
test-network,1984
readme update,5519
source/cli,1985
theme:customer-oriented,5520
wsgiserver,5521
backend:ixxat,5522
wordnet,4342
platform/docker,5523
swagger ui,1986
platform: image_processing.dlib_face_detect,1541
production problem,5524
topic-pep-484,5525
chameleon_v1,1988
platform: recorder.const,4870
a-translations,1989
area: accessibility,5526
soccer ball,5688
assumptions,4988
cat: server compat,1990
new-datatransfer-protocol,1991
type: cosmetic,5092
priority: 2. medium,5528
meshes,1992
platform: sensor.ups,1993
usability / ux,1994
component: cassandra results backend,5529
★★☆,324
needs figuring out,2750
new-dataprovider-platform,3335
platform: camera.foscam,5531
status: available,1998
u: whistleblower,5533
component: python mapper,3912
acepted,1999
kind - refactor,4898
component: collections,5535
protocol:v2,5536
status/invalid,5537
cve-2017-5638,6780
official binaries,5538
governance and rollout,4861
platform: cover.opengarage,2000
x: oziveni.cz,5094
security/dos,4708
pr: author's turn,2002
papers,5788
format-memoryreader,2003
c: startup scripts,2004
importance-bug,5096
component: alias plugin,5541
gg-easy,5542
affects_3.6,7063
platform: sensor.history_stats,2007
hacking,2008
needs service,5543
extensions:napoleon,5544
ice box,6893
platform: climate.honeywell,2009
pri:wish,2010
needed: tests,5546
milestone-release0.055,2011
pr: pending merge,4066
help needed,5547
not soon,2013
component: prompts,2014
api improvement,4510
please help,5549
[needs] review,2479
self-defense,2015
platform: switch.zwave,2016
indexes,2017
subjects,2018
device: genn,2019
platform: binary_sensor.doorbird,2020
error-messages,2021
size: md,5551
f - visibility,5615
defacement,5099
area: api,5552
c-unpackers/vistrails,2022
mancers,6708
easy-to-fix,2023
user/ui,6895
area: mappings,2024
status: abandoned,5553
wormsim,3930
platform: light.rpi_gpio_pwm,5554
topic-depends-on-strict-optional,2025
effort-low,2026
goodfirstbug,5555
necessary improvement,5556
sympy gamma,5557
pull-request-welcome,2027
component: input_boolean,5559
area:gateware,5560
.clients.neries,5561
behaviour,5562
sprint-friendly,2028
next top mission,5563
c:cli/playbook,5564
type/dependency,5565
platform: sensor.uk_transport,5566
enterprise,5567
python version: python 2,2029
python version: python 3,2030
platform: lock.nuki,2031
1hr,5569
1.bug,6711
aromatics,5570
wip - do not merge,5571
dupe,5572
awaiting release,2032
component: xiaomi_aqara,5573
googlework,2033
n - geonames locator,2034
import_export,2035
needsfeedback,2036
bain,5575
level: expert,2037
c:executor/play_iterator,5576
usufy,2038
op2,3933
x: adopterrequest,3677
haskelltask,5578
prio:4-critical,2039
aspect: tree,2040
requires scrapy patch,5579
under development,5580
api-update,4895
ipwb replay,5581
qa complete,2041
.io.nlloc,2042
setup.py,2043
c:module_utils/basic,2044
newmatik.io,2045
collector: mdstat,328
low-difficulty,2047
level:hard,2048
needs test farm test,2049
pending user feedback,2050
need further discussion,5582
watson,2051
area: apache,6903
.io.css,2052
disscuss,5584
kind/question,2053
platform: light.tradfri,6282
ready to close,2054
dq,2055
!priority,5586
astroid brain,2763
resolution:merged,5703
classicalmf,1324
nrao,5587
enhancement-for-plugin,5061
tag: pyscript,5589
tag: typescript,2057
emr,2058
platform: sensor.darksky,2059
workflows: mistral,2060
high availability,5591
new-test-or-feature,2061
new-module,2062
platform: sensor.neato,5592
blocked-on-upstream,2063
component: rfxtrx,5593
scipy.cluster,2064
app:blog,5595
site-support-request,2065
detection,5597
feedback welcome,5598
improv.,5599
platform: light.enocean,5600
platform: binary_sensor.xknx,5601
t - unit test,5602
ciritical,5603
component: mqtt_statestream,2066
c# 项目,2067
server/python,5605
post launch - medium priority,5606
type: improvement,5607
component: redis results backend,5608
multi-member districts,2068
copyright scan,2069
beginner_friendly,5610
discuss-seattle,5611
core extraction,2070
component: python_script,5612
encounters,2071
fixlater,5613
platform: sensor.tesla,2072
best practice,2160
component: mongodb results backend,2073
waiting on upstream,5616
zbb,5617
unsolved mystery,5618
prj-global,2074
migrated from trac,6666
status: mrg+1,5619
status: mrg+2,5620
ctypes,2075
erweiterung,5622
area: bots,2076
difficulty: hard,5624
c:playbook/task_include,2077
pr in progress,5206
status: review needed,2078
ver:1.x,2079
level/docker-engine,5626
x-failed-removal,2080
#regression,2081
deps bug,2082
user request,5627
t: 小程序,335
zbackport 2.6.1,5628
area: calc,1220
nbconvert,3361
issue-feedback,5631
issue type: enhancement,2084
pull request accepted,5632
topology-building,5633
area/scale,2085
☂,5634
bug-critical,2086
f - all,2087
type: independent-feature,2088
web skills,5635
trunk,2767
topic: ux docs cmd api driver,2091
usable auth,2092
directions,2093
topic: collection,2094
dev: devops,5636
c-job-submission,5637
status/approved,2095
needs docs and/or changelog,2096
html theme,5638
tag: webruntime,2097
httpok,5639
future consideration,5640
closed pr,4521
epic: remove-cobra-solvers,2098
update required,5641
type:administrative,5642
platform: climate.toon,2099
component: alarm_control_panel,2100
.io.mseed,5644
platform: sensor.wunderground,3941
user-error,2101
v1.7-beta,5645
platform: climate.homematic,2102
needs-ok-to-test,2103
platform: switch.broadlink,2104
resolution-question,2105
lockup,2106
needs expert opinion,2107
gui and outputs,6279
type-refactoring,7036
3dmol,5649
breaking changes,2108
c:plugins/connection/chroot,5650
platform: light.mqtt_json,5674
bug / issue,2109
tag.tests,5651
wagtail,5652
component/windows-plugin,5653
alpha color,2110
0.19,2111
vo.conesearch,2112
area/docs/organization,6294
l0:easy,2113
type: feature (major),2114
code refactor,2115
waiting for user response,5655
hostapd,2116
newbie-friendly,5657
bug:normal,2117
missing-data,2118
platform: scene.lifx_cloud,2119
semver:major,2120
easy starters,2121
repo: unilangs,2122
energyplus,5660
c-unpackers/vagrant,2123
mcdata,5661
needs-champion,5662
area/docs/ux,2124
complexity:invasive,5663
size: lg,2125
triaged,4528
available-in-boto3,5666
platform: telegram_bot.polling,5667
code_health,5668
severity:2-major,2126
perpetual,6599
storefront,4530
c:playbook/role/*,2127
pull requests welcome,2128
context:engine,2129
pesquisas técnicas,2130
comp-duration,5669
cla-required,2132
component: codegen,2133
v1.18,2134
waiting-for-3rd-party,2135
domain: s3,5672
topic-parser,5673
platform: binary_sensor.bayesian,2136
platform: sensor.ring,5675
esasky,4533
touch screen support,2137
status: won't fix,5677
mrepo,2138
hdmi2usb,5678
awaiting qa,6298
cloud shell,5679
sighteddevideal,2140
content-related bug,2141
component: rpi_pfio,2772
naarad-diff-and-grader,5680
type:development,5681
perimeter,2143
:load driver,5118
platform: binary_sensor.tapsaff,5682
kodi-lacks-support,4662
new contributors: look at this,5683
unready,2144
area: left-sidebar,2773
severity: fatal,5685
platform: sensor.glances,6913
process/wip,5686
characters,5687
n - helicopter landing zone suitability,2146
part-doc,2147
size/s,3948
missing-tests,2148
pending-release,5689
format-mol2,5690
size/l,3949
3 - needs review,2150
feature/core,5691
contributor wanted,5119
performance metrics,2152
key expiry,2153
5.1.1,5693
5.1.2,5694
bugzilla,5695
component: core frontend (react),5696
feature added,2154
area: testing-coverage,5697
dataentry ready,5698
component: tradfri,3951
not-quite-right,5699
needs reporter feedback,6301
remoting,5700
incident-related,5701
please provide python and pytg version,2156
status/0-triage,5702
platform: vacuum.dyson,2157
platform: light.rflink,2158
pycon2016 sprint,2159
broken-develop,5704
c: client,5705
sudo(),5614
jnipap,4536
effort-high,5706
dev/site,5707
project: amo health,2161
status/accepted,5708
all-components,2162
status:accepted,1572
long term enhancement,2164
difficulty: low,2165
implemented-in-newer-version,5710
priority:medium,2166
prio: critical,2167
platform: switch.modbus,2168
unidown,5712
firecloud,2169
recaptcha,5713
phase 5.1,346
service-issue,2171
ux / frontend,2172
platform: notify.mysensors,5717
gui v3,6117
webend,2173
tag:ux-usability,5714
1 - todo,2174
daysim,2175
no lint errors,2176
apigateway,5716
getting-started,2177
platform: light.insteon_plm,2178
area:interpreter-discovery,5718
tag:cli-search,2179
c:playbook/play_context,2180
component: notify,2181
quick fix,2182
bug-report,5719
pyside bug,2183
topic - wheel,5720
prio:0-wontfix,6307
gui/tk,2184
task: ux update,2185
needs_revision,2186
version: 4.0,2187
aspect: other,2188
library bug,2189
community:easy,6050
component:persistence,5721
type-new-project,2191
highpriority,2192
component: i18n,5312
db-configuration,2193
impala-udf,3245
severity: major,2194
area/api,5723
platform: sensor.verisure,3958
imported-from-sourceforge,2195
priority -medium,1633
importance: low,2196
platform: lock.abode,5724
rules-2.0,1576
bdd-tests,6383
flight dynamics,2198
armv5,5726
custom-viewer,2199
armv7,5728
c:inventory/host,2200
topic-usability,5729
non-dev,2201
bear proposal,5730
feature:infrastructure,4414
c:utils/encrypt,6932
k-optimization,2202
★☆☆,2594
please: more details,4541
backend : whoosh,5734
component: octoprint,5735
ssh_config,2203
component: sdk,2204
req: partner,5737
needtriage,2205
.taup,5738
schema-validation,2206
in-testing,2207
type: discussion,5739
status: in work,5740
attention will be merged soon,5741
status-blocked,2208
code style,2209
pkg-database,5743
kicad,2211
upstreambug,2212
backlog pne,5745
brown paper bag,2213
importance/critical,2214
platform: sensor.broadlink,1581
platform: light.piglow,5747
chatops,5748
area/upstream,2216
area: boulder,5749
patches-welcome,5750
not ready to merge,5751
pr easy review,2217
icon request,5752
area: nginx,5753
component: zwave,2218
gui improvement,5754
component:scheduler,5755
migration: manual,5756
type: bite-sized,2219
32-bit,5757
area/tool-framework,5758
compression,2220
community manager review,5759
legislation,2221
size/xl,5760
type-discussion,5761
category: collector,2222
size/xs,5762
awaiting review response,5763
epub,5764
api: core,5765
editions,2223
missing jira issue,5766
component: insteon_local,6634
level-firmware,2224
tooltips,4565
.io.gse2,2226
platform: opencv_classifiers.haarcascade_frontalface_default.xml,2227
aperture,4545
reso:completed,2228
x: regione sardegna,1584
requires investigation,2230
ipep,5590
type: build system; packaging; docs; tanslations,5768
bug (open source),5769
customer issue,2231
absent,2232
flavour,5771
platform-linux,2233
component: event pipeline,5773
c-xs,2234
human-resources,2235
tv-provider-account-needed,2236
type:optimization,5774
working on it :),5775
tests-needed,2237
input wanted,2238
platform: device_tracker.linksys_smart,2239
future django,2782
platform: emulated_hue.upnp,2241
test-case,6261
n - grg,5776
x: mexicoleaks,5777
low effort level,2242
component: statsd,5778
platform: notify.aws_lambda,5779
needs design decision,5780
do-not-merge/work-in-progress,5132
:track management,2243
comp-functional,6060
component: eventlet workers pool,3962
qa needed,5782
area: ci,5783
annoying,5784
job scheduleing component,2244
schema-centric,5785
needs upstream fix,5786
t: enhancement,2245
collector: memcached,2246
someone else's bug,1547
holding,2247
type:task,3733
[bugfix],3338
c:crypto,6940
z backport 2.1.3,2248
type/enhancement,2249
z backport 2.1.4,2250
fixed for next release,2251
need-analysis,5789
type: test,5790
miscellaneous,5791
wont merge,5792
needs-triaging,2252
