Label,Id
feature: must-have,2967
install error,2968
for voting,6485
store (ceph),6486
qa: release,2969
issue type: question,6487
u: sysadmin,6488
#irc,4668
t-housekeeping,6490
priority: p0,2970
priority: p1,2971
wip do not merge,2972
change-request,2973
libraries,6491
platform: lock.tesla,2974
component-watcher,6493
f27,6494
f26,6495
f25,6496
popularity/medium,6497
stem/lemma,102
novas funcionalidades,2976
corruption,6499
platform: lock.nello,2977
pr: to review,6500
affects_3.5,7060
dtrace,2978
python 2.x,6501
affects_3.7,7062
scalability,2979
platform: fan.comfoconnect,2980
component/gate,6503
depends-on-other,5407
st:awaiting-response,2981
gwc-integration,2982
- mailing list -,6506
medium code change,3752
c:inventory/dir,2983
platform: notify.webostv,6507
data-scraping,6508
merge me,2984
platform: vacuum.mqtt,2985
waiting on contributor,2986
automations,2987
investigation-needed,2988
exp/proficient,6428
status/3-docs-review,2989
category: packaging and release management,6509
incomplete-downloads,6510
reading room,2990
orga-server,2991
possibly fixed,2992
area: message view,2993
singlewindow,2994
radical change,6513
needs_tests,2995
type/performance,2996
platform: light.zwave,6515
gwpy.timeseries,2997
z-?? targets cluster,2998
involves opengl,2999
f: flood-resiliency,3000
platform: notify.ios,4073
ci_verified,3001
platform: osx,6517
lattice,1718
alpha 3,6518
alpha 2,6519
cli-usability,6520
platform: sensor.sabnzbd,3003
io html,6522
affects_1.5,1719
model-extension,6523
mod: dav,5259
s3copy-extra-data,3006
component: websocket_api,3007
platform: image_processing.demo,6524
web-backend,6525
topic-diagnostic,3008
platform: emulated_hue.hue_api,1721
#sleekxmpp,6526
fixed in next update,6527
dev: dev experience,3010
mturk,3011
precision,6528
fix-test,3012
normal priority,3013
prs welcome,3014
5.2.0.rc3,6529
pr out of date,5152
mep needed,6530
sequence annotation,6531
website / wiki,6532
enhancement :),6533
platform: sensor.nzbget,3015
fix commited,3016
need: information,3017
v1.23,562
priority: mid,4969
pretty embarrassing,3018
status: cannot reproduce,3019
bug: upstream,3020
update available,6538
wat?,2918
console_view,3021
size: small (≤1),6539
bookmarklet,3022
geo-restricted,3023
status-help-wanted,3024
(2) in progress,3025
兼容性,3026
platform: sensor.openevse,3027
topic-server,6543
component:parameterization,3028
doesn't meet project standards,5855
platform: recorder.util,3029
platform: device_tracker.mysensors,6874
configtool,5262
bloquant,3030
proposal accepted,6545
sklearn cleanup,5263
area:meta,6546
monthly call,2781
bugbash,3031
platform: weather.zamg,3032
p-essential,1729
4 - accept,3034
component: netatmo,5870
data-request,3035
schema generation,1731
被动响应,6550
tests wanted,3037
recoveryservices,6552
platform: alarm_control_panel.egardia,3038
task: bug,3039
collector: hadoop,3040
ready to work on,3041
link extraction,3042
platform: binary_sensor.arest,6554
component: shopping_list,6555
format-dl_poly,6434
s-refactorisation,4891
clerical error,4079
has pr,6557
log wanted,3043
need conception discussions before development,3044
do-as-plugin,3045
component: mqtt_eventstream,6558
proposed bip modification,3046
run(),3047
effort-hours,6560
waiting on changes,3048
internal request,3049
component: apcupsd,6563
backwards-incompatible-change,6564
metis,6565
please recreate if still an issue,3813
numerical methods,5859
diffgeom,3051
area/build,5265
printables,6568
windows only,4083
fixed pending verification,6569
job board,3052
backported_3.3,1738
platform/linux,3054
plugin architecture,3055
kokoro:run,6572
platform: camera.neato,6573
provider/softlayer,6574
missing-signoff,6575
ovirt,3056
data-quality,6577
needs use cases,6578
s-major,3057
platform: sensor.thinkingcleaner,6580
type: optimization,6581
platform: switch.fritzdect,6582
pr: hotfix,3058
cat: configuration,6583
needs-merge,5976
type.discussion,6584
res-wontfix,3059
vendor:mbed,3060
latent worker,4085
type-documentation,6585
iohub,6586
platform: http.ban,6587
preventative maintenance,3061
needs bdfl input,6588
evaluate,3062
lvl:medium,3063
platform: notify.pushover,6590
linux/mac,3064
docker-integration,3648
analytic_functions,3065
platform: camera.verisure,3066
enumeration,7039
feature: replay statistics,3067
scrobble,3068
needstests,3069
atc_profile_storage,3070
e-as designed,6593
client request,3071
repository support,3072
subject:anomaly,6594
empyrean,3073
pillar,3074
consensus-breaking,6595
almost-ready,3075
32bit,3076
profile perf,6597
resolution:fixed,3077
priority: critical,3078
linux driver,6598
wintest,4088
non-critical,3079
component-library,3080
platform: image_processing.microsoft_face_identify,3081
singlemachine,3082
e: easy,6600
post-exploitation,6828
xcsoar,3083
area: browser-support,6601
translate-toolkit,3084
not verified,3085
editor ready,3086
layout-ui,3087
delivered,3088
component: collaboration,6603
build/test infrastructure,3089
platform: sensor.qnap,3090
c: build scripts,3091
pylons - flask migration,3092
f: statistics,6606
pdb2pqr,3093
scipy.sparse.linalg,6608
component: axis,6609
ecnf,6610
11.6.0,5514
prj-migration,6611
component: opencv,4091
platform: sensor.mold_indicator,6551
component: group,3094
importance/medium,6612
tag.windows,6613
needsexternalfix,6614
will-merge,3095
op reply needed,3096
topic-penalization,6617
psf_matching,3097
ringseries,5275
gnome,3099
4 - done,3100
design questions,6619
complexity-low,3101
data model,3102
.imaging,3103
bgq,3104
platform: sensor.dnsip,3105
new-test-script,6622
closed-for-no-activity,3106
crawler,5276
platform: conversation.fuzzy,6623
beanshell,3107
other os,3108
upstream-bug,3109
standalone-project,3110
external_dep_bug,6624
difficulty: trivial,3111
lensing,3112
platform: switch.digital_ocean,6625
platform: cover.rfxtrx,6626
platform: sensor.kira,5873
c:template/safe_eval,6628
resilience,6629
security/cryptography,3113
security issue,5277
storage adapter,6630
resolution: fixed,6631
✈️  flight deck  ✈️,3114
backend:kvaser,6633
dep-matplotlib,3115
✈ low hanging fruit,3116
css/scss,6635
pleaseverify,1746
topic: config,3118
memory-use,3119
platform: sensor.uber,6637
changes_required,4214
ckan-integration,5722
board-minispartan6,7081
dados,6638
platform: notify.xmpp,510
status:needs ui design,3122
platform: device_tracker.tplink,6639
review-acked,3123
area: mouse,6640
document this,6641
platform: sensor.worx-landroid,6642
master-branch,6643
vendor:ti,6644
request/enhancement,6645
cvsnt,5345
needs_feedback,3124
limited to: linux,3125
molpro,6647
closing-soon-if-no-response,5280
fix for 0015,3126
mozillawork,3127
platform: mark1,3128
tag:data-model,6649
good-for-first-timers,3129
phidbr2016,3130
phidbr2018,3131
highlight,6650
apps-frameworks,6651
platform: fan.demo,3132
code-architecture,3133
user unfriendliness,6652
component: signing,1750
breaks backwards compatibility,6447
component: input_box,6655
kodi issue,6656
status:obsolete,3135
effort: high,3136
component: tado_v1,3137
platform: sensor.ripple,4984
modeling,3873
platform: switch.insteon_local,3138
p1: emergency,3139
migrated to master,6660
classification:other bug,6661
reso: superseded,2424
grs,6662
type: chore,6663
zreleased - 2016.3.2,3141
zreleased - 2016.3.3,3142
area: compose,3143
sessions,5879
zreleased - 2016.3.6,3144
topic - proxy,3145
zreleased - 2016.3.4,3146
zreleased - 2016.3.5,3147
tosort,3148
platform: switch.rpi_pfio,6665
complaint / disgust,5283
c:b:shell,3149
needs_repo,6667
component: cura-build,3150
physics.quantum,3151
type: api change,6668
ecosystem,5333
os: windows,3152
source:core,3153
error-reporting,6669
bravado,3154
forwardport-0.8.0,3155
i - cfa,6670
reverted,6671
component: connection,3156
svn,3157
via-github,6672
component: thingspeak,6673
swat0,6674
need pull request,3158
platform: sensor.geo_rss_events,3159
feature/web,4102
unit testing,3161
platform: sensor.season,4687
res-duplicate,6677
platform: binary_sensor.octoprint,3162
component: serialization,6679
3 - done,319
a:doc update,6680
type: technical debt,6681
intentional,6682
asyncio,6683
topic: txs assets data,6684
open for review: hold off on merge,6685
nine-first,3163
stale?,6687
area/console,3164
need opinion,3165
platform: remote.kira,6689
≈ duplicate,6690
type-defect,6691
type: unsorted,6692
db/migrations,3166
t: refactoring,6693
status: needs testcase,6694
f - grg,5550
component:docs,6695
kokoro:force-run,5558
backends/libvirtd,5288
dev-reminder,3167
auto-generated docs,6696
target: documentation,6664
plugin-related,6697
waiting on analytics,3168
status: can't reproduce,3169
pymclevel,3170
maybe a bug,6699
type/new-provider,6700
wizard,3171
plugin editstructure,3172
revise and resubmit,3173
expression extension,5439
propose close,3174
c-assigned,3175
non-gui,4549
breach,6703
kind: feedback,3177
area: documentation (user),6704
macos x,6705
backend:nican,3178
topic: other,6706
dev: please review,6707
p-blocker,3179
component: joaoapps_join,3180
mid-priority,6709
component:profiler,3181
sequence-generation,3182
facebook,3183
prioritário,5291
2 - needs decision,1131
platform: sensor.zha,4104
goodfornewdev,3187
waiting for info,3188
status: needs community review,4606
scrapers,3190
workaround-available,6888
mercurial,3191
component:debugger,3192
platform: sensor.counter,6712
sprint:iceland2017,6713
closed-low-activity,3193
component: plant,6715
6–10 stars,3194
geogig,3195
viewer-table,5885
classification:ui/usability,3196
status:design decision needed,5886
user issue,3197
r-invalid,6717
quick wins,3198
platform: binary_sensor.digital_ocean,3199
platform: notify.mycroft,6719
uia-related,6720
platform: fan.insteon_local,1756
component:usb,6721
utils & environment,6722
geometry transforms,6723
backends/none,3201
res-invalid,6724
tag: ui,5295
idea !,6725
f - suitability,3202
platform: sensor.dyson,6464
cfp,6727
section: data upload,6728
platform: archlinux,3203
voluptuous,1758
platform: notify.smtp,6730
platform: media_player.nadtcp,6731
needs a user story,3205
platform: light.lutron_caseta,6732
decide on api,3206
api request,6734
size:small,6735
[general],3207
summer-placement,3208
todo: discuss,5299
api-test,3210
come in and sing along,6739
mpd frontend,3211
requires community feedback,6435
platform: switch.pilight,6740
webinterface,6741
micro decision,6742
f - data management,6743
platform: switch.hook,3212
platform: sensor.supervisord,3213
status: critical,3214
component: lametric,6745
bug:critical,3215
platform: sensor.radarr,6746
area/run,4751
scrapped,6747
sublime text 3,3217
buy this feature,3218
introduced: 11,6749
feature/app,6750
platform: binary_sensor.abode,3219
component:startendeditor,6751
conftest,6752
f24-branch,3220
postprocessing,3221
manual lgtm1,4696
deprecated (discussion),3222
breaks backward compatibility,6462
transport-redis,3223
quantaxis modify,3224
x: transparencyph,6755
lamda,3225
stabilization,3226
physics.mechanics,6757
area: freebsd,3227
c:compat/six,3228
io sas,3229
good idea,3230
someday/maybe,3231
requires-lib-upgrade,6760
bindings,6761
platform: cover.knx,3232
platform: sensor.london_underground,3233
os/windows,6763
domains:py,5303
fixed in current release,3234
cray,3235
expedition module,6765
t: 微信卡券,3236
status/on-hold,3237
area/histories,3238
cant reproduce,6766
cncf-cla: no,6767
component-readers,6768
housenumber,3239
planing,6769
platform-i386,873
opsys-all,6770
ready_for_testing,6771
ready to develop,3241
collector: ceph,3242
type: bug-fix,5305
cr+,6773
zbackport 2.3.1,5388
zbackport 2.3.2,3244
new integration,6774
zbackport 2.3.4,4914
zbackport 2.3.5,3246
project management,3247
waiting on devops,4463
road map,6775
prio-medium,3248
c: json api,6776
area:testing,6777
need repro,3249
react.js,6779
task organization,3250
waiting answer,6781
platform: sensor.london_air,3251
status:needs work,3252
design flaw in docker?,3253
cloudsearch,6784
platform: recorder.models,6785
text enhancement,3254
zbackport 2.7.0,6786
theming,3255
platform: lock.vera,6788
platform: climate.wink,6789
[review],6333
c:galaxy/,3256
simulator-ui,6791
providers,3257
priority - high,6792
platform: light.velbus,3258
platform: light.lifx_legacy,3259
idea discussion,6793
toctree,6794
status-inprogress,3260
requires-separate-process,4703
urged,6796
component:modeladmin,4309
area/util,6797
utilities.lambdify,4112
tests/ci/pyup,3262
api enhancement,3263
dependency_bug,6798
makemkv,6799
milestone:0.10.11,6800
component: configurator,3264
brian,6801
eventyay.com,6802
platform: media_player.russound_rio,6803
v2 port ❎,6804
ebpub,6805
probably_already_solved,6806
youtubeuploader,6807
testing in progress,5310
micropurchase,3266
--inline,3267
smalltask,3268
needed: feedback,3269
state:needs-discussion,3270
status: ready for review,4705
resolution:wontfix,5311
regularization,4113
file backend,6809
for-a-modest-fee,6810
not important,3271
l2:advanced,3272
st2-packages,6811
hashes,3273
behavior change,5098
component: raspihats,3275
component:main window,5899
wantshelp,3276
waiting on solutions,3277
platform: media_player.apple_tv,6813
docs_pull_request,6814
collector: nvidia_smi,6815
per_dir_config,6816
type: maintenance,3278
app:tickets,75
needs: more user information,6817
issue.feature,3279
v2 port ✅,6818
area/core,6819
forms-tester,6820
component: ios,6821
requested by user,3280
2 - high priority,3281
microservices,5314
stat:in-progress,3283
difficulty-moderate,6822
t1:enhancement,5147
n - military aspects of weather,3284
0 - idea/discussion,6823
vizier,3285
platform: switch.template,3286
pri:  important,6824
cornice 2.0,6825
opsys-unix,6826
component:streamfield,3287
area/jobs,3288
priority: 1 - middle,6911
p-systray,3289
source:cio,3290
workaround possible,3291
component-logic,3292
works-for-me,3293
feature/logging,6830
minor bug,3294
platform: light.blinkt,3295
component/vfile,6832
area: acme,3830
backport-0.7,6833
pending: response,6834
indexing,6835
component: elasticsearch results backend,6836
component-rapi,6837
needs: discussion,3296
platform: sensor.airvisual,6838
scipy.integrate,3297
milestone-release0.3,6839
milestone-release0.5,6840
merge?,4709
proposed fix in p/r queue,3298
bug: please confirm,6842
stream behavior,1771
release_notes,6844
accessibiliity,3300
platform: climate.radiotherm,6845
plugin: capture,6846
status: not a bug,6847
topic - cache,3301
t:question,3302
component: notifications,3303
platform: mqtt.discovery,6475
need review,3304
correlated noise,3305
plugin: deluge,3306
attachments,3307
inputs,3308
resolution/invalid,3309
v - 10.5,6850
platform: sensor.geizhals,3310
nice for plugin,6852
potential workflow regression,3311
gcm/fcm,6853
query_engine,6459
needs_template,6476
pandas-like,6854
plugin: new,4122
transitions,3312
topic: selection,3313
group/api-upgrade,6857
reso:already-fixed,6858
api: logging,3314
reboot,3315
✓✓✓,6860
waiting on sustaining,6861
platform: sensor.template,6862
spec-conformity,6790
integrated,6863
area:compiler,4712
multithreading,5205
cat: testing,6864
dictionary,6865
pri:medium,3316
focus - tool,6866
design-required,3484
my bad,5907
@@ltucker,7113
pyup-bot,3317
someday-maybe,6868
priority.awaiting-triage,5428
non-reproducable,3319
merge when ci passes,6869
c:documentation,4126
category: project governance,6870
virt-libvirt,3321
deprecated (vague),3322
open edx community review,3323
development_workflow,6873
combat module,6207
next version,3324
b - duplicate,3325
filestore,5909
ui change,4771
ltm,6875
topic - dependency resolution,6876
topic: rewrite,6877
manual deployment needed,3326
feature_request,3327
dev-version,6878
topic-incremental,3328
class search,3329
bugimporters,4718
c:inventory/ini,6879
os-prac,3331
browse mode,3332
classification:bluetooth,3333
kind/feature-request,3334
reso:wontfix,3799
unknown,6884
classification:performance,6885
new instant answer,6886
makefile,6887
tomovetootherrepo,7118
locale,2965
forgot password,3336
not added,3337
sep needed,6481
needs adoption,3339
platform: sensor.rest,6891
expected behavior,6892
closed: by design,4128
component:core,3341
provider/bare-metal,6483
configure,3342
platform: sensor.crimereports,6894
debate,6947
librdkafka,3343
alpha0.5,6896
good intern task,3344
osgeo-incubation,6897
component-assembling,6898
component: rpc results backend,6899
c:b:tmux,6900
app specific: skype for desktop,6901
user/ux,6902
component-unittest,3345
needs-additional-reviewer,6484
changes public interface,3346
notes and todo,6904
bwic,6905
vocabularies,6906
incubator project,3347
versioncontrol module,3348
ast-generation/bug,6907
collector: ping,3349
waiting on user,6908
waiting on response from originator,6909
c-dat,5623
production incident,4131
user-interface,4722
blessed-integration branch,3350
suggested improvement,3351
api: datastore,6912
help welcomed (pr),3352
opinions-sought,4723
c:b:vim,6915
jira: in progress,2364
environments,6995
paper cut,3353
request for comment,3354
area: plots,4424
os-specific,3355
topic-model,3356
help wanted: windows,3357
rosserial,3358
user friendly,6917
waiting on t&l,6918
popups,3359
platform: sensor.ios,3360
pinboardimport,6919
scons,6920
package-expert,6921
platform: sensor.htu21d,5709
realtime (moved to inasafe-realtime),3362
fácil,993
v0.7,6923
needs-unittest,4889
v0.2,6924
lectures,3363
pr-rejected,6925
needs-response,6926
fixed - needs revision/tests,3364
area/usability,6928
new guide,6929
milestone-0.5.2,6930
milestone-0.5.1,6931
has_pr,5731
not a defect,5327
deadlockdetector,6933
new implementation,3366
area: commands,3367
time zones,3368
64-bit,3369
component: workflow,5798
g - emergency management team,3370
kind/writing,3371
platform: switch.android_ip_webcam,6935
harmonization,3372
prio-urgent,3373
c:parsing/vault/,6489
pytg < 0.3.0,6938
feedback_needed,6939
component: kombu,3374
conversion-to-github,3375
v2-format,4767
diagnostics,6941
bug in dependencies,3376
gh review: needs revision,3377
c:executor/stats,4887
good programmer task,3378
collector: port,3636
requires api change,3379
1.0.5,3380
1.0.6,3381
1.0.7,3382
rc 1,3383
extension - trade,3384
minion seal of approval,6922
rc 2,3385
api breakage,6946
parked,3386
#develop,3387
type:tests,2190
provider/kubernetes,3388
install-bug,5329
stage: drafting,6949
two phase lottery ui,6950
xmlrpclib.fault,6951
monthly sprint,4167
phonefy,3389
component: reversion,3390
feature in progress,3391
platform: switch.neato,3392
new functionality,3393
format-lammps,6952
importance/low,6954
backends/digital-ocean,6953
complexity-high,3394
platform: switch.thinkingcleaner,3395
io.fits,3396
chapter7,6955
component: discovery,6956
vaitk,6957
assistants,2975
documention,6958
platform: media_player.webostv,3397
tbc,3398
procedures,3399
comp-graphics,3340
bitesized,6959
stability,4137
formatter,6498
type-review,6960
kind: feature-request,6961
✔ waiting for feedback,5331
expansions,3401
contrib: mentor assigned,4138
area/ui-ux,1783
pr: needs design/architecting input,3403
bug:upstream,6962
quantaxis documents,6521
type: code improvements / refactor,3404
difficulty: novice,1784
area:plugins-hooks,6963
scipy.constants,3406
gnip-approved,3407
vamdc,3408
text/unicode,6964
needs/info,6965
docker-py,3409
scipy.fftpack,6967
sample content,3410
maybe-fixed,3411
tag: feature,6968
astropy-helpers,3412
mailfy,3413
can't replicate,6969
area: registers,6970
component: automation,3414
topic-typed-dict,6505
affects ubuntu,6971
nested context,6972
engineering review,3415
release: next minor,4400
reverse-engineering,3416
tier1,6974
tier3,6975
tier2,6976
type:serialization,6977
dependency-issue,3417
k-code-example,3418
component: mysensors,6979
ready to get merged,6980
component-docs,6981
copywriting,3419
platform: device_tracker.automatic,3420
sʍopuıʍ,3421
area: analytics,6982
sprint_13,4731
platform: zwave.util,3422
needstesting,3423
status-verified,6983
not this product,4141
bump after 2018 launch,6985
base functionality,4849
newplugin,3425
project: auto approval,3426
lib/engine,3427
sql-support,3428
platform: light.mipow,6987
s0:plan,3429
awaiting reply,3430
2017webfix,3431
takeover,6988
kep,3432
not currently feasible,572
component: linter,3434
informational,1791
无效,3436
component-engine,6990
close?,6991
rois,3437
c:watchers,3438
priority-high,3439
on-branch-merges,3440
module: uploads,5512
loe low,6504
cmd: extract,6992
will not add,3441
component:search,6993
.io.datamark,3442
hof 2014,3443
localfields,6994
waiting for oss,3444
t-lang,3445
hsm,5736
important-discussion,3446
nobug,6999
feature/config,3447
prio:normal,3448
tech:css,3449
theme:expand-scope,5809
withdrawn,7000
tech-debt,3450
maintainer approved,3451
kind: question,3452
release process,3453
c:module_utils/urls,7002
effort low,3454
platform: sensor.modem_callerid,3455
x: edison,7003
platform: sensor.speedtest,7004
kind - feature,3456
component:editor,7005
pr documentation needed,6352
questions for fms,7007
duplicate-problem,3457
severity: trivial,3589
tag:cli-messaging,3458
olebrowse,3459
platform: automation.event,3460
releasing,3461
c:executor/task_queue_manager,7010
retest-not-required-docs-only,7011
一定解决这个问题,7012
area: letshelp,3462
c-pipeline,4738
vanity,3954
status: rejected,7015
io.ascii,3463
platform: calendar.demo,7016
about clibui,3464
needs rebase or merge,3465
harder,3466
pypln-backend,3467
c-packer,7017
needs response on forums,7018
platform: cover.rpi_gpio,7019
external site,7020
area: manual authenticator,3468
verilog_translation,6297
pr ready to merge,7022
severity: priority,3470
easy(ish),7023
pending-verification,7024
race condition,3471
provider/vsphere,7025
partial fix,7026
need-discussion,7027
neuron,3472
restructure,7028
long-term goal,5013
non-functional requirement,7029
type: user feedback,7030
component: satel_integra,5692
platform: media_player.snapcast,3473
ready for final review,7031
ansible,7032
blocks_release,3475
opendap,7033
http-bridge,7034
platform: sensor.dovado,3476
component: enocean,7035
.geodetics,3477
platform: light.homematic,3478
almost complete,3479
fix-implemented,3480
2.0-no,3481
returners,3482
type_task,3483
needs a testcase,2210
default changes,3485
googlestorage,7040
need patch,3486
needs_rebase,7041
difficulty novice,3487
in the margins,7150
suggestion/ idea,3488
needs design doc,3489
io msgpack,7042
merged without review,3490
component: orchestration,7043
paid development,7044
recline,7045
component: uranium,3491
openoffice,7047
postprocessors,3492
semver-major,3493
extension wishlist,3494
expression core,4958
webserver,7048
good volunteer task,6359
pyjams,7049
release: next patch,4941
component-networking,3495
linuximages.de,3496
solver-bug,3497
platform: lock.sesame,7050
k-model,7051
platform: sensor.netdata,3498
changesource,7052
component:ipython console,4745
priority:normal,3499
cat:ui,7053
etcd/fleet,3500
type:techdebt,5347
priority - showstopper,4150
waiting on merge,3501
gsoc-2017-git,7055
prio-normal,7056
bbdb,5727
(3) pending review,7058
pr: lgtm,3503
untested,7059
route53,3505
gui/wx,3506
all platforms,3507
affects_3.4,7061
layer - oxt,3508
news item,4151
type:build/install,3509
affects_3.3,7064
patch wanted,3510
skill: accessibility,3511
apparmor,7065
fast track,3512
bugsnag,3513
wfirst,3514
laz issue,3515
type: infrastructure,6512
tag:conda-env,3516
cluster infrastructure,7066
version numbers,7067
footprint-reduction,7068
talkeditor,3517
issue-question,3518
community:help wanted,3519
_minor,7070
component: nest,4749
platform: switch.amcrest,3520
question/discussion,2448
provider/vagrant,3521
variants,7073
已修复/解决,3522
hypervisor-xenpvm,3523
component:commandline,3524
tarefas gerais,3525
1 - contender,3526
new-platform,3527
status-accepted,3528
mediumsize,3529
instapy_v1,3530
needs implementation,7075
dictionaries,3531
jira: resolved,6473
pending: nightly,3532
platform: sensor.moon,7076
[docs] bug,3533
b-blocker!,3534
io.registry,7077
xsl,3535
blockingconnection,7078
bug-meta5,7079
api: spanner,3536
service checks,3537
needs-research,5350
opencloud,7080
area: rename,6514
lv: easy,4479
needed: more information,3538
release-blocker,7082
plat: ie,7158
backend/pgf,3539
core/docker,3540
package-novice,7084
master/slave,3541
platform: light.avion,3542
rhel6-branch,7086
status: cla needed,3543
bug_external,7087
waiting for upstream fix,3544
web of trust,5815
opsys-netbsd,3545
servertool,3546
site support,7088
pretix.control,7089
platform: media_player.squeezebox,7090
btsync-common,3547
spec required,3548
file servers,3549
s: minor,3550
category: learning,7091
quality-assurance,3551
code freeze,7160
platform: sensor.pi_hole,3552
kind - security,3553
qe+,7092
effort: medium,5944
s:not a bug,7093
platform: sensor.lyft,3712
pr: sympy's turn,7094
triage: still a problem?,3554
shortlist-to-fix,7161
needs confirmation,6516
topic - upgrade,3555
pep8 only,3556
neededforblackbox,7096
severity - major,7097
status:available,7098
toolchain,7099
pypln-web,7100
04 type: enhancement,3557
privilege-escalation,3558
information-leakage,7101
needs: feedback from author,7102
milestone:0.11.02,5948
war file,7104
scipy2014 sprint,7105
pyzor client,3559
topic:policy,3560
packaging: opensuse,3605
alpha 1,3561
platform: switch.abode,7107
cf conventions,7108
scipy.linalg,3562
pr approved,3563
c:inventory/contrib_script,3564
need_test,7109
cantherm,3565
component: permissions,7110
cocoa,3566
py 2.6 incompat,7111
resolved-by-pr,7112
pending changes,6764
milestone:0.13.09,5930
sign-up,5950
deisctl,5353
generic indexer,7114
platform: switch.doorbird,7115
✔✔,3567
kind - maintenance,7116
collector: network,7117
prio:1-low,3568
new editor,7151
setup backup account,3569
th_rss,7119
mac-app,7120
ndeploy4,7121
partially implemented,7122
platform: sensor.time_date,6213
agent development,7123
help appreciated,7124
prio-1-critical,3570
buildout3,7125
big idea,3571
django-admin,7126
help to test,3572
css question,3573
platform: binary_sensor.template,7127
needs-analysis,7128
hilfe benötigt,3574
help-needed,7129
auto migrated,3575
gaia,3576
task: tech update,3577
type/test,7131
do-in-datalad,7132
breakthrough,3578
patch: cosmetic code change,3579
user-feedback-wanted,3580
coding standards,7134
hackathon2016,7135
platform: alarm_control_panel.simplisafe,3581
command line,5355
任务,4165
type-feature,7137
plugin: junitxml,3582
component: menus,3583
c:plugins/connection/paramiko_ssh,7138
hunspell,7139
component: rflink,3584
waiting-for-merge,2956
p4 - minor,7140
32 needs: review,5356
sprint-2015,3585
issue type: feature request,7141
issue-bug,3586
todo: triage,3587
readthedocs,7170
milestone-0.5.0,7143
url-parsing,3588
pull request only,7144
c-spreadsheet,1126
component: vera,6450
status/planning,5357
component: eta/countdown,7145
datapusher,3590
platform: climate.vera,7146
evalf,3591
effort-weeks,7147
component/server,4168
manually tested,7149
education,3592
dco/yes,3593
collector: diskusage,3594
f: notification,3595
area:docs,4169
s:invalid:unsupported software,3596
api-addition,7152
hard-to-fix,7153
contest,3597
execution module,7154
functional review,3598
cat: security,3599
well-defined-task-definitely-do-this,7155
platform/heroku,4992
cross esx multi tenancy,7156
1.7.0,7157
component: couchdb results backend,3600
add test,3601
need-rebase,7159
platform: binary_sensor.homematic,3602
priority-1-normal,1822
talk-to: @pranavsid98,3604
component: roomba,7162
compile error,7163
gamess-uk,7106
psf-membership,7164
wamp,3606
platform: media_player.nad7050,3607
not for current release,7165
platform: device_tracker.upc_connect,5715
platform: sensor.lastfm,3608
category: tests,7166
os:windows,4172
a-editor,7167
format-pqr,3609
c:playbook/loop_control,3610
collecting feedback,3611
blogs,3612
component: documentation,3613
platform: calendar.outlook,3614
status:blocked,3615
enhancement-for-cca-tool,3616
taskqueue,3617
aircraft model,7171
needs refactor or redesign,3618
tech:javascript,4538
macvim bug,6889
software-specific,1409
area: ncss,7173
